name,id,nametype,recclass,mass,year,reclat,reclong,point_coordinates,year_only
Aachen,1,Valid,L5,21.0,1880-01-01,50.775000,6.083330,"['50.775000', '6.083330']",1880.0
Aarhus,2,Valid,H6,720.0,1951-01-01,56.183330,10.233330,"['56.183330', '10.233330']",1951.0
Abee,6,Valid,EH4,107000.0,1952-01-01,54.216670,-113.000000,"['54.216670', '-113.000000']",1952.0
Acapulco,10,Valid,Acapulcoite,1914.0,1976-01-01,16.883330,-99.900000,"['16.883330', '-99.900000']",1976.0
Achiras,370,Valid,L6,780.0,1902-01-01,-33.166670,-64.950000,"['-33.166670', '-64.950000']",1902.0
Adhi Kot,379,Valid,EH4,4239.0,1919-01-01,32.100000,71.800000,"['32.100000', '71.800000']",1919.0
Adzhi-Bogdo (stone),390,Valid,LL3-6,910.0,1949-01-01,44.833330,95.166670,"['44.833330', '95.166670']",1949.0
Agen,392,Valid,H5,30000.0,1814-01-01,44.216670,0.616670,"['44.216670', '0.616670']",1814.0
Aguada,398,Valid,L6,1620.0,1930-01-01,-31.600000,-65.233330,"['-31.600000', '-65.233330']",1930.0
Aguila Blanca,417,Valid,L,1440.0,1920-01-01,-30.866670,-64.550000,"['-30.866670', '-64.550000']",1920.0
Aioun el Atrouss,423,Valid,Diogenite-pm,1000.0,1974-01-01,16.398060,-9.570280,"['16.398060', '-9.570280']",1974.0
Aïr,424,Valid,L6,24000.0,1925-01-01,19.083330,8.383330,"['19.083330', '8.383330']",1925.0
Aire-sur-la-Lys,425,Valid,Unknown,,1769-01-01,50.666670,2.333330,"['50.666670', '2.333330']",1769.0
Akaba,426,Valid,L6,779.0,1949-01-01,29.516670,35.050000,"['29.516670', '35.050000']",1949.0
Akbarpur,427,Valid,H4,1800.0,1838-01-01,29.716670,77.950000,"['29.716670', '77.950000']",1838.0
Akwanga,432,Valid,H,3000.0,1959-01-01,8.916670,8.433330,"['8.916670', '8.433330']",1959.0
Akyumak,433,Valid,"Iron, IVA",50000.0,1981-01-01,39.916670,42.816670,"['39.916670', '42.816670']",1981.0
Al Rais,446,Valid,CR2-an,160.0,1957-01-01,24.416670,39.516670,"['24.416670', '39.516670']",1957.0
Al Zarnkh,447,Valid,LL5,700.0,2001-01-01,13.660330,28.960000,"['13.660330', '28.960000']",2001.0
Alais,448,Valid,CI1,6000.0,1806-01-01,44.116670,4.083330,"['44.116670', '4.083330']",1806.0
Albareto,453,Valid,L/LL4,2000.0,1766-01-01,44.650000,11.016670,"['44.650000', '11.016670']",1766.0
Alberta,454,Valid,L,625.0,1949-01-01,2.000000,22.666670,"['2.000000', '22.666670']",1949.0
Alby sur Chéran,458,Valid,Eucrite-mmict,252.0,2002-01-01,45.821330,6.015330,"['45.821330', '6.015330']",2002.0
Aldsworth,461,Valid,LL5,700.0,1835-01-01,51.783330,-1.783330,"['51.783330', '-1.783330']",1835.0
Aleppo,462,Valid,L6,3200.0,1873-01-01,36.233330,37.133330,"['36.233330', '37.133330']",1873.0
Alessandria,463,Valid,H5,908.0,1860-01-01,44.883330,8.750000,"['44.883330', '8.750000']",1860.0
Alexandrovsky,465,Valid,H4,9251.0,1900-01-01,50.950000,31.816670,"['50.950000', '31.816670']",1900.0
Alfianello,466,Valid,L6,228000.0,1883-01-01,45.266670,10.150000,"['45.266670', '10.150000']",1883.0
Allegan,2276,Valid,H5,32000.0,1899-01-01,42.533330,-85.883330,"['42.533330', '-85.883330']",1899.0
Allende,2278,Valid,CV3,2000000.0,1969-01-01,26.966670,-105.316670,"['26.966670', '-105.316670']",1969.0
Almahata Sitta,48915,Valid,Ureilite-an,3950.0,2008-01-01,20.745750,32.412750,"['20.745750', '32.412750']",2008.0
Alta'ameem,2284,Valid,LL5,6000.0,1977-01-01,35.273330,44.215560,"['35.273330', '44.215560']",1977.0
Ambapur Nagla,2290,Valid,H5,6400.0,1895-01-01,27.666670,78.250000,"['27.666670', '78.250000']",1895.0
Andhara,2294,Valid,Stone-uncl,2700.0,1880-01-01,26.583330,85.566670,"['26.583330', '85.566670']",1880.0
Andover,2295,Valid,L6,3200.0,1898-01-01,44.616670,-70.750000,"['44.616670', '-70.750000']",1898.0
Andreevka,2296,Valid,L3,600.0,1969-01-01,48.700000,37.500000,"['48.700000', '37.500000']",1969.0
Andura,2298,Valid,H6,17900.0,1939-01-01,20.883330,76.866670,"['20.883330', '76.866670']",1939.0
Northwest Africa 5815,50693,Valid,L5,,,0.000000,0.000000,"['0.000000', '0.000000']",
Angers,2301,Valid,L6,,1822-01-01,47.466670,-0.550000,"['47.466670', '-0.550000']",1822.0
Angra dos Reis (stone),2302,Valid,Angrite,1500.0,1869-01-01,-22.966670,-44.316670,"['-22.966670', '-44.316670']",1869.0
Ankober,2304,Valid,H4,6500.0,1942-01-01,9.533330,39.716670,"['9.533330', '39.716670']",1942.0
Anlong,2305,Valid,H5,2500.0,1971-01-01,25.150000,105.183330,"['25.150000', '105.183330']",1971.0
Aomori,2313,Valid,L6,320.0,1984-01-01,40.810560,140.785560,"['40.810560', '140.785560']",1984.0
Appley Bridge,2318,Valid,LL6,15000.0,1914-01-01,53.583330,-2.716670,"['53.583330', '-2.716670']",1914.0
Apt,2320,Valid,L6,3200.0,1803-01-01,43.866670,5.383330,"['43.866670', '5.383330']",1803.0
Arbol Solo,2325,Valid,H5,810.0,1954-01-01,-33.000000,-66.000000,"['-33.000000', '-66.000000']",1954.0
Archie,2329,Valid,H6,5070.0,1932-01-01,38.500000,-94.300000,"['38.500000', '-94.300000']",1932.0
Arroyo Aguiar,2340,Valid,H5,7450.0,1950-01-01,-31.416670,-60.666670,"['-31.416670', '-60.666670']",1950.0
Asco,2345,Valid,H6,41.0,1805-01-01,42.450000,9.033330,"['42.450000', '9.033330']",1805.0
Ash Creek,48954,Valid,L6,9500.0,2009-01-01,31.805000,-97.010000,"['31.805000', '-97.010000']",2009.0
Ashdon,2346,Valid,L6,1300.0,1923-01-01,52.050000,0.300000,"['52.050000', '0.300000']",1923.0
Assisi,2353,Valid,H5,2000.0,1886-01-01,43.033330,12.550000,"['43.033330', '12.550000']",1886.0
Atarra,4883,Valid,L4,1280.0,1920-01-01,25.254170,80.625000,"['25.254170', '80.625000']",1920.0
Atemajac,4884,Valid,L6,,1896-01-01,20.066670,-103.666670,"['20.066670', '-103.666670']",1896.0
Athens,4885,Valid,LL6,265.0,1933-01-01,34.750000,-87.000000,"['34.750000', '-87.000000']",1933.0
Atoka,4888,Valid,L6,,1945-01-01,34.316670,-96.150000,"['34.316670', '-96.150000']",1945.0
Aubres,4893,Valid,Aubrite,800.0,1836-01-01,44.383330,5.166670,"['44.383330', '5.166670']",1836.0
Aumale,4899,Valid,L6,50000.0,1865-01-01,36.166670,3.666670,"['36.166670', '3.666670']",1865.0
Aumieres,4900,Valid,L6,2000.0,1842-01-01,44.333330,3.233330,"['44.333330', '3.233330']",1842.0
Ausson,4903,Valid,L5,50000.0,1858-01-01,43.083330,0.583330,"['43.083330', '0.583330']",1858.0
Avanhandava,4905,Valid,H4,9330.0,1952-01-01,-21.460280,-49.950830,"['-21.460280', '-49.950830']",1952.0
Avce,4906,Valid,"Iron, IIAB",1230.0,1908-01-01,46.000000,13.500000,"['46.000000', '13.500000']",1908.0
Avilez,4907,Valid,H,146.0,1855-01-01,25.000000,-103.500000,"['25.000000', '-103.500000']",1855.0
Awere,4910,Valid,L4,134.0,1968-01-01,2.716670,32.833330,"['2.716670', '32.833330']",1968.0
Aztec,4913,Valid,L6,2830.0,1938-01-01,36.800000,-108.000000,"['36.800000', '-108.000000']",1938.0
Bachmut,4917,Valid,L6,18000.0,1814-01-01,48.600000,38.000000,"['48.600000', '38.000000']",1814.0
Bahjoi,4922,Valid,"Iron, IAB-sLL",10322.0,1934-01-01,28.483330,78.500000,"['28.483330', '78.500000']",1934.0
Bald Mountain,4925,Valid,L4,3700.0,1929-01-01,35.966670,-82.483330,"['35.966670', '-82.483330']",1929.0
Baldwyn,4926,Valid,L6,345.0,1922-01-01,34.500000,-88.666670,"['34.500000', '-88.666670']",1922.0
Bali,4928,Valid,CV3,1000.0,1907-01-01,5.383330,16.383330,"['5.383330', '16.383330']",1907.0
Ban Rong Du,4934,Valid,"Iron, ungrouped",16700.0,1993-01-01,16.666670,101.183330,"['16.666670', '101.183330']",1993.0
Bandong,4935,Valid,LL6,11500.0,1871-01-01,-6.916670,107.600000,"['-6.916670', '107.600000']",1871.0
Bansur,4936,Valid,L6,15000.0,1892-01-01,27.700000,76.333330,"['27.700000', '76.333330']",1892.0
Banswal,4937,Valid,L5,14.0,1913-01-01,30.400000,78.200000,"['30.400000', '78.200000']",1913.0
Banten,4938,Valid,CM2,629.0,1933-01-01,-6.333330,106.000000,"['-6.333330', '106.000000']",1933.0
Barbotan,4942,Valid,H5,6400.0,1790-01-01,43.950000,-0.050000,"['43.950000', '-0.050000']",1790.0
Barcelona (stone),4944,Valid,OC,,1704-01-01,41.366670,2.166670,"['41.366670', '2.166670']",1704.0
Barea,4946,Valid,Mesosiderite-A1,3200.0,1842-01-01,42.383330,-2.500000,"['42.383330', '-2.500000']",1842.0
Barnaul,4947,Valid,H5,,1904-01-01,52.733330,84.083330,"['52.733330', '84.083330']",1904.0
Barntrup,4948,Valid,LL4,17.0,1886-01-01,52.000000,9.100000,"['52.000000', '9.100000']",1886.0
Baroti,4949,Valid,L6,4500.0,1910-01-01,31.616670,76.800000,"['31.616670', '76.800000']",1910.0
Barwell,4954,Valid,L5,44000.0,1965-01-01,52.565280,-1.339720,"['52.565280', '-1.339720']",1965.0
Bassikounou,44876,Valid,H5,29560.0,2006-01-01,15.783330,-5.900000,"['15.783330', '-5.900000']",2006.0
Baszkówka,4957,Valid,L5,15500.0,1994-01-01,52.033330,20.935830,"['52.033330', '20.935830']",1994.0
Bath,4974,Valid,H4,21000.0,1892-01-01,45.416670,-98.316670,"['45.416670', '-98.316670']",1892.0
Bath Furnace,4975,Valid,L6,86000.0,1902-01-01,38.250000,-83.750000,"['38.250000', '-83.750000']",1902.0
Battle Mountain,56133,Valid,L6,2900.0,2012-01-01,40.668130,-117.189130,"['40.668130', '-117.189130']",2012.0
Bawku,4976,Valid,LL5,1557.0,1989-01-01,11.083330,-0.183330,"['11.083330', '-0.183330']",1989.0
Baxter,4977,Valid,L6,611.0,1916-01-01,36.750000,-93.500000,"['36.750000', '-93.500000']",1916.0
Beardsley,4984,Valid,H5,16000.0,1929-01-01,39.800000,-101.200000,"['39.800000', '-101.200000']",1929.0
Beaver Creek,4986,Valid,H5,14000.0,1893-01-01,51.166670,-117.333330,"['51.166670', '-117.333330']",1893.0
Beddgelert,4993,Valid,H5,794.0,1949-01-01,53.016670,-4.100000,"['53.016670', '-4.100000']",1949.0
Bells,5005,Valid,C2-ung,375.0,1961-01-01,33.600000,-96.466670,"['33.600000', '-96.466670']",1961.0
Belville,5009,Valid,OC,,1937-01-01,-32.333330,-64.866670,"['-32.333330', '-64.866670']",1937.0
Benares (a),5011,Valid,LL4,3700.0,1798-01-01,25.366670,82.916670,"['25.366670', '82.916670']",1798.0
Benguerir,30443,Valid,LL6,25000.0,2004-01-01,32.250000,-8.150000,"['32.250000', '-8.150000']",2004.0
Beni M'hira,5018,Valid,L6,19000.0,2001-01-01,32.866670,10.800000,"['32.866670', '10.800000']",2001.0
Benld,5021,Valid,H6,,1938-01-01,39.083330,-89.150000,"['39.083330', '-89.150000']",1938.0
Benoni,5023,Valid,H6,3880.0,1943-01-01,-26.166670,28.416670,"['-26.166670', '28.416670']",1943.0
Bensour,5024,Valid,LL6,45000.0,2002-01-01,30.000000,-7.000000,"['30.000000', '-7.000000']",2002.0
Benton,5026,Valid,LL6,2840.0,1949-01-01,45.950000,-67.550000,"['45.950000', '-67.550000']",1949.0
Berduc,48975,Valid,L6,270.0,2008-01-01,-31.910000,-58.328330,"['-31.910000', '-58.328330']",2008.0
Béréba,5028,Valid,Eucrite-mmict,18000.0,1924-01-01,11.650000,-3.650000,"['11.650000', '-3.650000']",1924.0
Berlanguillas,5029,Valid,L6,1440.0,1811-01-01,41.683330,-3.800000,"['41.683330', '-3.800000']",1811.0
Berthoud,47355,Valid,Eucrite-mmict,960.0,2004-01-01,40.305830,-105.023250,"['40.305830', '-105.023250']",2004.0
Bethlehem,5032,Valid,H,,1859-01-01,42.533330,-73.833330,"['42.533330', '-73.833330']",1859.0
Beuste,5034,Valid,L5,2000.0,1859-01-01,43.216670,-0.233330,"['43.216670', '-0.233330']",1859.0
Beyrout,5035,Valid,LL3.8,1100.0,1921-01-01,33.883330,35.500000,"['33.883330', '35.500000']",1921.0
Bhagur,5037,Valid,L6,18.0,1877-01-01,20.883330,74.833330,"['20.883330', '74.833330']",1877.0
Bhawad,36591,Valid,LL6,678.0,2002-01-01,26.508330,73.115280,"['26.508330', '73.115280']",2002.0
Bherai,5039,Valid,L6,100.0,1893-01-01,20.833330,71.466670,"['20.833330', '71.466670']",1893.0
Bhola,5040,Valid,LL3-6,1047.0,1940-01-01,22.683330,90.650000,"['22.683330', '90.650000']",1940.0
Bholghati,5041,Valid,Howardite,2500.0,1905-01-01,22.083330,86.900000,"['22.083330', '86.900000']",1905.0
Bialystok,5042,Valid,Eucrite-pmict,4000.0,1827-01-01,53.100000,23.200000,"['53.100000', '23.200000']",1827.0
Bielokrynitschie,5043,Valid,H4,1900.0,1887-01-01,50.133330,27.166670,"['50.133330', '27.166670']",1887.0
Bilanga,5045,Valid,Diogenite,25000.0,1999-01-01,12.450000,-0.083330,"['12.450000', '-0.083330']",1999.0
Binningup,5051,Valid,H5,,1984-01-01,-33.156390,115.676390,"['-33.156390', '115.676390']",1984.0
Birni N'konni,5056,Valid,H4,560.0,1923-01-01,13.766670,5.300000,"['13.766670', '5.300000']",1923.0
Bishopville,5059,Valid,Aubrite,6000.0,1843-01-01,34.166670,-80.283330,"['34.166670', '-80.283330']",1843.0
Bishunpur,5060,Valid,LL3.15,1039.0,1895-01-01,25.383330,82.600000,"['25.383330', '82.600000']",1895.0
Bjelaja Zerkov,5063,Valid,H6,1850.0,1796-01-01,49.783330,30.166670,"['49.783330', '30.166670']",1796.0
Bjurböle,5064,Valid,L/LL4,330000.0,1899-01-01,60.400000,25.800000,"['60.400000', '25.800000']",1899.0
Black Moshannan Park,5065,Valid,L5,705.0,1941-01-01,40.916670,-78.083330,"['40.916670', '-78.083330']",1941.0
Blackwell,5068,Valid,L5,2381.0,1906-01-01,36.833330,-97.333330,"['36.833330', '-97.333330']",1906.0
Blanket,5071,Valid,L6,5100.0,1909-01-01,31.833330,-98.833330,"['31.833330', '-98.833330']",1909.0
Blansko,5072,Valid,H6,470.0,1833-01-01,49.366670,16.633330,"['49.366670', '16.633330']",1833.0
Bloomington,5076,Valid,LL6,,1938-01-01,40.480000,-89.004170,"['40.480000', '-89.004170']",1938.0
Bo Xian,5090,Valid,LL3.9,7500.0,1977-01-01,33.833330,115.833330,"['33.833330', '115.833330']",1977.0
Bocas,5093,Valid,L6,56.0,1804-01-01,23.000000,-102.000000,"['23.000000', '-102.000000']",1804.0
Bogou,5097,Valid,"Iron, IAB-MG",8800.0,1962-01-01,12.500000,0.700000,"['12.500000', '0.700000']",1962.0
Boguslavka,5098,Valid,"Iron, IIAB",256000.0,1916-01-01,44.550000,131.633330,"['44.550000', '131.633330']",1916.0
Borgo San Donino,5110,Valid,LL6,1676.0,1808-01-01,44.866670,10.050000,"['44.866670', '10.050000']",1808.0
Bori,5111,Valid,L6,8600.0,1894-01-01,21.950000,78.033330,"['21.950000', '78.033330']",1894.0
Boriskino,5112,Valid,CM2,1342.0,1930-01-01,54.233330,52.483330,"['54.233330', '52.483330']",1930.0
Borkut,5113,Valid,L5,7000.0,1852-01-01,48.150000,24.283330,"['48.150000', '24.283330']",1852.0
Borodino,5114,Valid,H5,500.0,1812-01-01,55.466670,35.866670,"['55.466670', '35.866670']",1812.0
Botschetschki,5117,Valid,L4,614.0,1823-01-01,51.333330,33.883330,"['51.333330', '33.883330']",1823.0
Boumdeid (2003),57168,Valid,L6,190.0,2003-01-01,17.710670,-11.371500,"['17.710670', '-11.371500']",2003.0
Boumdeid (2011),57167,Valid,L6,3599.0,2011-01-01,17.174930,-11.341330,"['17.174930', '-11.341330']",2011.0
Bovedy,5121,Valid,L3,5460.0,1969-01-01,54.566670,-6.333330,"['54.566670', '-6.333330']",1969.0
Bradford Woods,5128,Valid,L,762.0,1886-01-01,40.500000,-80.083330,"['40.500000', '-80.083330']",1886.0
Braunau,5133,Valid,"Iron, IIAB",39000.0,1847-01-01,50.600000,16.300000,"['50.600000', '16.300000']",1847.0
Breitscheid,5134,Valid,H5,1500.0,1956-01-01,50.666940,8.183610,"['50.666940', '8.183610']",1956.0
Bremervörde,5135,Valid,H/L3.9,7250.0,1855-01-01,53.400000,9.100000,"['53.400000', '9.100000']",1855.0
Brient,5140,Valid,Eucrite-pmict,219.0,1933-01-01,52.133330,59.316670,"['52.133330', '59.316670']",1933.0
Bruderheim,5156,Valid,L6,303000.0,1960-01-01,53.900000,-112.883330,"['53.900000', '-112.883330']",1960.0
Bukhara,30448,Valid,CV3,5300.0,2001-01-01,39.779780,64.600350,"['39.779780', '64.600350']",2001.0
Bulls Run,5163,Valid,Iron?,2250.0,1964-01-01,,,"[None, None]",1964.0
Bunburra Rockhole,48653,Valid,Eucrite,324.0,2007-01-01,-31.350000,129.190000,"['-31.350000', '129.190000']",2007.0
Bununu,5165,Valid,Howardite,357.0,1942-01-01,10.016670,9.583330,"['10.016670', '9.583330']",1942.0
Bur-Gheluai,5169,Valid,H5,120000.0,1919-01-01,5.000000,48.000000,"['5.000000', '48.000000']",1919.0
Burnwell,5175,Valid,H4-an,1504.0,1990-01-01,37.621940,-82.237220,"['37.621940', '-82.237220']",1990.0
Bursa,5177,Valid,L6,25000.0,1946-01-01,40.200000,29.233330,"['40.200000', '29.233330']",1946.0
Buschhof,5178,Valid,L6,5000.0,1863-01-01,46.450000,25.783330,"['46.450000', '25.783330']",1863.0
Bustee,5181,Valid,Aubrite,1500.0,1852-01-01,26.783330,82.833330,"['26.783330', '82.833330']",1852.0
Butsura,5183,Valid,H6,29000.0,1861-01-01,27.083330,84.083330,"['27.083330', '84.083330']",1861.0
Buzzard Coulee,48654,Valid,H4,41000.0,2008-01-01,52.996000,-109.848170,"['52.996000', '-109.848170']",2008.0
Cabezo de Mayo,5185,Valid,L/LL6,25000.0,1870-01-01,37.983330,-1.166670,"['37.983330', '-1.166670']",1870.0
Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,1886-01-01,35.500000,-93.500000,"['35.500000', '-93.500000']",1886.0
Cacak,5187,Valid,OC,212.0,1919-01-01,43.838890,20.333330,"['43.838890', '20.333330']",1919.0
Cali,45976,Valid,H/L4,478.0,2007-01-01,3.405000,-76.510000,"['3.405000', '-76.510000']",2007.0
Calivo,5200,Valid,Stone-uncl,2400.0,1916-01-01,11.750000,122.333330,"['11.750000', '122.333330']",1916.0
Campos Sales,5249,Valid,L5,23680.0,1991-01-01,-7.033330,-40.166670,"['-7.033330', '-40.166670']",1991.0
Çanakkale,5250,Valid,L6,4000.0,1964-01-01,39.800000,26.600000,"['39.800000', '26.600000']",1964.0
Cañellas,5251,Valid,H4,945.0,1861-01-01,41.250000,1.666670,"['41.250000', '1.666670']",1861.0
Cangas de Onis,5252,Valid,H5,34000.0,1866-01-01,43.383330,-5.150000,"['43.383330', '-5.150000']",1866.0
Canon City,5253,Valid,H6,1400.0,1973-01-01,38.470280,-105.241390,"['38.470280', '-105.241390']",1973.0
Cape Girardeau,5260,Valid,H6,2300.0,1846-01-01,37.266670,-89.583330,"['37.266670', '-89.583330']",1846.0
Capilla del Monte,5264,Valid,H6,750.0,1934-01-01,-30.883330,-64.550000,"['-30.883330', '-64.550000']",1934.0
Carancas,45817,Valid,H4-5,342.0,2007-01-01,-16.664440,-69.043890,"['-16.664440', '-69.043890']",2007.0
Caratash,5265,Valid,LL6,8.0,1902-01-01,38.500000,27.000000,"['38.500000', '27.000000']",1902.0
Castalia,5291,Valid,H5,7300.0,1874-01-01,36.083330,-78.066670,"['36.083330', '-78.066670']",1874.0
Castel Berardenga,5292,Valid,Stone-uncl,,1791-01-01,43.350000,11.500000,"['43.350000', '11.500000']",1791.0
Castine,5293,Valid,L6,94.0,1848-01-01,44.383330,-68.750000,"['44.383330', '-68.750000']",1848.0
Castrovillari,5295,Valid,Stone-uncl,15000.0,,39.800000,16.200000,"['39.800000', '16.200000']",
Caswell County,5296,Valid,OC,1360.0,1810-01-01,36.500000,-79.250000,"['36.500000', '-79.250000']",1810.0
Ceniceros,5306,Valid,L3.7,1025.0,1988-01-01,26.466670,-105.233330,"['26.466670', '-105.233330']",1988.0
Centerville,5307,Valid,H5,,1956-01-01,43.200000,-96.916670,"['43.200000', '-96.916670']",1956.0
Cereseto,5308,Valid,H5,6460.0,1840-01-01,45.083330,8.300000,"['45.083330', '8.300000']",1840.0
Chadong,5313,Valid,L6,3700.0,1998-01-01,28.533330,109.316670,"['28.533330', '109.316670']",1998.0
Chail,5314,Valid,H6,,1814-01-01,25.366670,81.666670,"['25.366670', '81.666670']",1814.0
Chainpur,5315,Valid,LL3.4,8200.0,1907-01-01,25.850000,83.483330,"['25.850000', '83.483330']",1907.0
Chajari,5316,Valid,L5,18300.0,1933-01-01,-30.783330,-58.050000,"['-30.783330', '-58.050000']",1933.0
Chandakapur,5320,Valid,L5,8800.0,1838-01-01,20.266670,76.016670,"['20.266670', '76.016670']",1838.0
Chandpur,5321,Valid,L6,1100.0,1885-01-01,27.283330,79.050000,"['27.283330', '79.050000']",1885.0
Changde,5322,Valid,H5,1810.0,1977-01-01,29.083330,111.750000,"['29.083330', '111.750000']",1977.0
Chantonnay,5325,Valid,L6,31500.0,1812-01-01,46.683330,1.050000,"['46.683330', '1.050000']",1812.0
Charlotte,5328,Valid,"Iron, IVA",4300.0,1835-01-01,36.166670,-87.333330,"['36.166670', '-87.333330']",1835.0
Charsonville,5329,Valid,H6,27000.0,1810-01-01,47.933330,1.566670,"['47.933330', '1.566670']",1810.0
Charwallas,5330,Valid,H6,12000.0,1834-01-01,29.483330,75.500000,"['29.483330', '75.500000']",1834.0
Chassigny,5331,Valid,Martian (chassignite),4000.0,1815-01-01,47.716670,5.366670,"['47.716670', '5.366670']",1815.0
Château-Renard,5332,Valid,L6,30000.0,1841-01-01,47.933330,2.916670,"['47.933330', '2.916670']",1841.0
Chaves,5334,Valid,Howardite,2945.0,1925-01-01,41.933330,-7.466670,"['41.933330', '-7.466670']",1925.0
Chela,5338,Valid,H4,2936.0,1988-01-01,-3.666670,32.500000,"['-3.666670', '32.500000']",1988.0
Chelyabinsk,57165,Valid,LL5,100000.0,2013-01-01,54.816670,61.116670,"['54.816670', '61.116670']",2013.0
Chergach ,47347,Valid,H5,100000.0,2007-01-01,23.696390,-5.014720,"['23.696390', '-5.014720']",2007.0
Chernyi Bor,5339,Valid,H4,6000.0,1964-01-01,53.700000,30.100000,"['53.700000', '30.100000']",1964.0
Cherokee Springs,5340,Valid,LL6,8400.0,1933-01-01,35.033330,-81.883330,"['35.033330', '-81.883330']",1933.0
Chervettaz,5341,Valid,L5,705.0,1901-01-01,46.550000,6.816670,"['46.550000', '6.816670']",1901.0
Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,1939-01-01,50.833330,34.000000,"['50.833330', '34.000000']",1939.0
Chetrinahatti,5344,Valid,Stone-uncl,72.0,1880-01-01,14.500000,76.500000,"['14.500000', '76.500000']",1880.0
Chiang Khan,5345,Valid,H6,367.0,1981-01-01,17.900000,101.633330,"['17.900000', '101.633330']",1981.0
Chicora,5349,Valid,LL6,303.0,1938-01-01,40.933330,-79.733330,"['40.933330', '-79.733330']",1938.0
Chisenga,5355,Valid,"Iron, IIIAB",3920.0,1988-01-01,-10.059440,33.395000,"['-10.059440', '33.395000']",1988.0
Chitado,5356,Valid,L6,,1966-01-01,-17.350000,13.966670,"['-17.350000', '13.966670']",1966.0
Chitenay,5357,Valid,L6,4000.0,1978-01-01,47.470830,0.976670,"['47.470830', '0.976670']",1978.0
Cilimus,5364,Valid,L5,1600.0,1979-01-01,-6.950000,108.100000,"['-6.950000', '108.100000']",1979.0
Claxton,5374,Valid,L6,1455.0,1984-01-01,32.102500,-81.872780,"['32.102500', '-81.872780']",1984.0
Clohars,5383,Valid,L4,,1822-01-01,,,"[None, None]",1822.0
Colby (Wisconsin),5395,Valid,L6,104000.0,1917-01-01,44.900000,-90.283330,"['44.900000', '-90.283330']",1917.0
Cold Bokkeveld,5397,Valid,CM2,5200.0,1838-01-01,-33.133330,19.383330,"['-33.133330', '19.383330']",1838.0
Coleman,5401,Valid,L6,469.0,1994-01-01,43.761110,-84.507780,"['43.761110', '-84.507780']",1994.0
Collescipoli,5403,Valid,H5,5000.0,1890-01-01,42.533330,12.616670,"['42.533330', '12.616670']",1890.0
Conquista,5418,Valid,H4,20350.0,1965-01-01,-19.850000,-47.550000,"['-19.850000', '-47.550000']",1965.0
Cosina,5451,Valid,H5,1200.0,1844-01-01,21.166670,-100.866670,"['21.166670', '-100.866670']",1844.0
Cranganore,5465,Valid,L6,1460.0,1917-01-01,10.200000,76.266670,"['10.200000', '76.266670']",1917.0
Crescent,5470,Valid,CM2,,1936-01-01,35.950000,-97.583330,"['35.950000', '-97.583330']",1936.0
Cronstad,5474,Valid,H5,3650.0,1877-01-01,-27.700000,27.300000,"['-27.700000', '27.300000']",1877.0
Cross Roads,5476,Valid,H5,167.0,1892-01-01,35.633330,-78.133330,"['35.633330', '-78.133330']",1892.0
Crumlin,5477,Valid,L5,4255.0,1902-01-01,54.616670,-6.216670,"['54.616670', '-6.216670']",1902.0
Cumberland Falls,5496,Valid,Aubrite,17000.0,1919-01-01,36.833330,-84.350000,"['36.833330', '-84.350000']",1919.0
Cynthiana,5500,Valid,L/LL4,6000.0,1877-01-01,38.400000,-84.250000,"['38.400000', '-84.250000']",1877.0
Dahmani,5504,Valid,LL6,18000.0,1981-01-01,35.616670,8.833330,"['35.616670', '8.833330']",1981.0
Dandapur,5511,Valid,L6,5650.0,1878-01-01,26.916670,83.966670,"['26.916670', '83.966670']",1878.0
Daniel's Kuil,5513,Valid,EL6,1064.0,1868-01-01,-28.200000,24.566670,"['-28.200000', '24.566670']",1868.0
Danville,5514,Valid,L6,2000.0,1868-01-01,34.400000,-87.066670,"['34.400000', '-87.066670']",1868.0
Darmstadt,6603,Valid,H5,100.0,1804-01-01,49.866670,8.650000,"['49.866670', '8.650000']",1804.0
Dashoguz,6604,Valid,H5,7000.0,1998-01-01,41.984440,59.685000,"['41.984440', '59.685000']",1998.0
Daule,51559,Valid,L5,6580.0,2008-01-01,-1.870890,-79.957560,"['-1.870890', '-79.957560']",2008.0
De Cewsville,6621,Valid,H6,340.0,1887-01-01,43.000000,-80.000000,"['43.000000', '-80.000000']",1887.0
Deal,6634,Valid,L6,28.0,1829-01-01,40.250000,-74.000000,"['40.250000', '-74.000000']",1829.0
Delhi,6642,Valid,L5,,1897-01-01,28.566670,77.250000,"['28.566670', '77.250000']",1897.0
Demina,6649,Valid,L6,16400.0,1911-01-01,51.466670,84.766670,"['51.466670', '84.766670']",1911.0
Denver,6660,Valid,L6,230.0,1967-01-01,39.782500,-104.930560,"['39.782500', '-104.930560']",1967.0
Dergaon,6664,Valid,H5,12500.0,2001-01-01,26.683330,93.866670,"['26.683330', '93.866670']",2001.0
Desuri,6693,Valid,H6,25400.0,1962-01-01,25.733330,73.616670,"['25.733330', '73.616670']",1962.0
Devgaon,6694,Valid,H3.8,12000.0,2001-01-01,19.000000,81.000000,"['19.000000', '81.000000']",2001.0
Devri-Khera,6696,Valid,L6,1140.0,1994-01-01,24.225000,76.525000,"['24.225000', '76.525000']",1994.0
